company_name,status_label,year,current_assets,cogs,depreciation_&_amortization,ebitda,inventory,net_income,total_receivables,market_value,net_sales,total_assets,longterm_debt,ebit,gross_profit,current_liabilities,retained_earnings,total_revenue,total_liabilities,total_operating_expenses
C_5924,alive,2008,4.724,19.642,2.542,6.029,23.397,1.79,2.876,21.0632,34.523,19.395,5.988,3.487,14.881,6.02,6.508,34.523,12.887,28.494
C_5924,alive,2009,4.532,44.14,2.511,5.961,23.397,1.925,3.124,31.1215,59.574,21.252,4.363,3.45,15.434,6.634,7.453,59.574,13.635,53.613
C_5924,alive,2010,5.077,47.093,2.511,5.645,23.397,1.443,3.865,35.169,63.993,22.466,3.747,3.134,16.9,7.277,7.428,63.993,14.544,58.348
C_5924,alive,2011,4.616,46.644,2.628,4.56,23.397,1.615,2.856,29.408,63.121,21.822,4.251,1.932,16.477,5.931,7.458,63.121,13.996,58.561
C_5924,alive,2012,5.023,46.78,3.0,4.413,23.397,0.807,3.223,31.4982,62.354,23.269,6.074,1.413,15.574,5.678,6.643,62.354,16.297,57.941
C_5924,alive,2013,4.659,49.902,3.649,3.743,23.397,0.089,3.461,32.3349,64.106,24.353,8.092,0.094,14.204,6.382,5.103,64.106,18.47,60.363
C_5924,alive,2014,4.665,50.737,4.452,3.662,23.397,-0.924,3.22,27.9,65.126,24.577,9.833,-0.79,14.389,6.989,2.543,65.126,20.82,61.464
C_5924,alive,2015,4.262,50.412,4.525,3.504,23.397,-0.705,3.151,20.9361,63.844,21.847,8.708,-1.021,13.432,8.299,0.201,63.844,20.2,60.34
C_5924,alive,2016,4.49,49.791,4.204,2.318,23.397,-1.386,3.246,29.76,61.762,18.678,7.351,-1.886,11.971,8.314,-1.185,61.762,18.248,59.444
C_5924,alive,2017,6.35,50.172,3.735,0.981,23.397,-2.649,3.806,12.6428,60.713,17.407,10.13,-2.754,10.541,7.748,-3.834,60.713,19.171,59.732
C_5926,alive,1999,26.267,94.253,1.806,10.681,23.397,-0.94,23.525,24.4738,166.326,87.524,38.672,8.875,72.073,13.964,2.305,166.326,54.671,155.645
C_5927,alive,1999,7.198,4.51,0.651,-0.467,1.509,-2.899,3.472,16.2698,13.3,13.229,0.166,-1.118,8.79,2.875,-5.427,13.3,3.041,13.767
C_5927,alive,2001,4.852,5.053,0.765,2.096,0.542,1.271,3.166,38.6152,15.741,10.056,0.159,1.331,10.688,2.224,-10.072,15.741,2.383,13.645
C_5927,alive,2002,12.213,7.998,0.518,4.31,0.453,3.413,7.147,73.5472,20.786,27.246,0.167,3.792,12.788,4.341,-6.437,20.786,4.525,16.476
C_5927,alive,2003,30.108,8.97,0.573,7.574,0.893,6.142,8.359,226.6034,28.677,63.895,58.9395,7.001,19.707,8.385,0.176,28.677,10.372,21.103
C_5927,alive,2004,45.237,12.887,0.764,10.1,1.082,7.465,11.1,293.4108,37.005,78.943,58.9395,9.336,24.118,13.314,8.003,37.005,15.376,26.905
C_5930,alive,1999,12.293,29.089,1.756,5.618,4.691,2.681,4.718,12.8099,40.668,22.45,0.344,3.862,11.579,7.608,7.074,40.668,8.351,35.05
C_5935,alive,1999,15.965,10.832,0.805,-1.113,7.279,-3.276,7.648,12.6158,20.902,21.044,15.923,-1.918,10.07,1.243,-20.578,20.902,17.166,22.015
C_5935,alive,2005,15.485,9.348,0.417,0.971,4.329,0.141,5.796,6.5968,18.995,22.22,13.969,0.554,9.647,1.677,0.954,18.995,15.646,18.024
C_5935,alive,2006,22.872,10.979,0.385,1.327,5.242,-0.889,6.786,4.932,21.473,34.243,24.938,0.942,10.494,3.886,-0.53,21.473,28.824,20.146
C_5936,alive,1999,11.851,154.535,4.214,4.9,5.173,-3.895,3.498,20.2488,167.801,63.081,11.591,0.686,13.266,46.617,-8.877,167.801,60.58,162.901
C_5936,alive,2000,8.917,117.358,3.928,6.021,3.344,-0.621,0.723,11.5431,131.636,45.387,19.469,2.093,14.278,21.269,-9.499,131.636,43.215,125.615
C_5936,alive,2004,2.598,48.737,1.235,1.875,0.906,-0.635,0.268,9.0,55.071,31.474,14.399,0.64,6.334,11.434,-0.635,55.071,25.964,53.196
C_5936,alive,2005,2.624,45.925,1.283,1.728,0.95,-0.455,0.754,3.6498,52.001,30.734,11.124,0.445,6.076,12.297,-1.09,52.001,23.644,50.273
C_5938,alive,2001,1.476,1.403,0.16,0.603,0.556,0.296,0.586,6.1158,4.23,2.705,0.668,0.443,2.827,1.266,-3.708,4.23,1.934,3.627
C_5938,alive,2004,2.316,1.604,0.27,0.313,0.982,-0.125,0.835,5.5338,5.271,2.848,0.248,0.043,3.667,1.576,-4.865,5.271,1.824,4.958
C_5938,alive,2006,6.181,2.33,0.132,0.467,1.636,-1.586,1.363,4.5037,6.636,8.214,1.297,0.335,4.306,1.976,-9.38,6.636,3.273,6.169
C_5938,alive,2007,5.208,2.467,0.362,-0.496,2.558,-2.441,1.226,4.2001,7.368,8.889,1.443,-0.858,4.901,3.138,-11.793,7.368,5.646,7.864
C_5938,alive,2008,5.098,3.608,0.421,-0.181,2.43,-2.112,1.009,8.7064,8.366,7.888,0.44,-0.602,4.758,2.209,-13.926,8.366,3.485,8.547
C_5938,alive,2011,5.466,3.599,0.414,0.764,2.801,-0.393,1.554,4.0895,7.942,6.953,0.187,0.35,4.343,2.149,-16.03,7.942,2.749,7.178
C_5940,alive,1999,7.419,6.24,1.066,0.173,0.805,-2.212,2.872,210.8757,19.397,12.318,8.409,-0.893,13.157,4.946,-21.765,19.397,13.355,19.224
C_5940,alive,2000,22.509,8.653,1.416,-1.185,1.112,-4.162,6.486,149.7851,28.066,29.313,3.764,-2.601,19.413,8.201,-26.331,28.066,11.965,29.251
C_5940,alive,2003,9.658,7.949,1.061,2.185,1.075,2.756,2.523,71.1945,22.866,13.383,58.9395,1.124,14.917,4.44,-44.04,22.866,4.44,20.681
C_5940,alive,2004,17.122,8.45,0.734,6.254,1.346,3.253,6.278,222.3128,29.893,20.25,58.9395,5.52,21.443,7.067,-40.332,29.893,7.219,23.639
C_5940,alive,2005,32.179,19.803,1.076,11.857,1.57,7.701,12.172,356.7348,54.579,41.505,58.9395,10.781,34.776,15.854,-33.863,54.579,16.11,42.722
C_5940,alive,2006,41.32,23.71,1.242,20.184,4.275,12.587,20.584,433.0701,76.062,62.646,58.9395,18.942,52.352,19.262,-19.082,76.062,20.44,55.878
C_5940,alive,2009,110.885,27.645,3.343,15.986,9.015,11.862,31.486,235.4184,101.695,132.724,58.9395,12.643,74.05,23.253,40.968,101.695,24.348,85.709
C_5941,alive,1999,4.439,45.006,2.504,0.016,23.397,-5.36,3.387,15.999,56.988,37.906,15.79,-2.488,11.982,3.109,-6.432,56.988,18.899,56.972
C_5941,alive,2001,3.285,7.358,0.869,1.906,23.397,5.805,1.36,14.102,9.264,15.587,5.903,1.037,1.906,4.823,-25.544,9.264,10.921,7.358
C_5941,alive,2003,1.522,6.831,0.462,-0.925,23.397,-2.018,1.122,17.4685,5.906,12.46,4.459,-1.387,-0.925,4.635,-31.64,5.906,9.094,6.831
C_5941,alive,2005,2.715,3.451,1.684,2.427,23.397,-1.171,2.219,11.2713,12.532,16.0,6.974,0.743,9.081,4.656,-38.479,12.532,11.63,10.105
C_5941,alive,2006,4.871,4.288,0.541,2.361,23.397,0.056,2.544,22.1668,14.195,18.338,7.629,1.82,9.907,3.959,-38.79,14.195,11.887,11.834
C_5941,alive,2007,5.086,1.251,0.273,-1.908,23.397,-2.184,0.627,9.1899,8.813,16.055,7.791,-2.181,7.562,3.863,-41.108,8.813,12.038,10.721
C_5942,alive,2005,69.462,27.445,5.836,10.253,23.397,4.336,17.262,154.739,74.466,105.801,58.9395,4.417,47.021,19.553,-57.582,74.466,20.791,64.213
C_5942,alive,2006,74.833,31.731,6.45,9.181,23.397,3.751,25.058,167.7649,85.509,112.063,58.9395,2.731,53.778,20.039,-53.613,85.509,22.277,76.328
C_5942,alive,2007,67.988,41.762,6.187,12.304,23.397,7.107,22.387,203.6198,104.634,128.272,58.9395,6.117,62.872,22.173,-46.204,104.634,26.14,92.33
C_5942,alive,2008,74.961,48.085,8.103,13.105,23.397,1.24,28.264,110.4362,121.037,138.772,58.9395,5.002,72.952,26.853,-45.18,121.037,31.835,107.932
C_5942,alive,2009,74.457,47.626,8.436,12.48,23.397,4.673,23.445,188.5408,117.757,140.352,58.9395,4.044,70.131,24.93,-38.968,117.757,32.17,105.277
C_5942,alive,2010,93.914,60.219,7.649,20.907,23.397,12.532,29.706,242.8694,141.938,157.46,58.9395,13.258,81.719,33.522,-26.398,141.938,41.998,121.031
C_5947,alive,1999,68.423,4.862,1.372,7.014,23.397,4.298,23.234,147.7163,73.836,89.201,58.9395,5.642,68.974,30.061,16.099,73.836,37.673,66.822
C_5947,alive,2003,58.78,10.745,2.966,8.272,23.397,4.076,18.568,132.489,82.656,81.818,58.9395,5.306,71.911,39.901,1.684,82.656,45.461,74.384
C_5947,alive,2004,61.986,11.765,1.904,9.039,23.397,4.802,26.046,111.1363,88.088,95.576,58.9395,7.135,76.323,45.494,6.818,88.088,50.437,79.049
C_5947,alive,2006,74.155,13.092,2.016,2.61,23.397,2.08,31.708,109.91,89.231,93.34,58.9395,0.594,76.139,41.239,7.287,89.231,43.84,86.621
C_5949,alive,2005,124.551,40.514,3.138,10.03,20.735,5.436,42.414,555.6787,147.491,174.548,58.9395,6.892,106.977,20.059,-58.155,147.491,22.506,137.461
C_5961,alive,2018,33.178,12.027,1.09,3.562,23.397,2.588,0.337,162.4022,23.424,36.178,58.9395,2.472,11.397,27.289,0.58,23.424,27.289,19.862
C_5965,alive,1999,2.697,36.439,1.39,-0.292,23.397,-1.969,0.402,29.659,36.147,15.199,4.173,-1.682,-0.292,2.099,-2.14,36.147,6.655,36.439
C_5965,alive,2000,1.763,37.169,1.679,-0.271,23.397,-2.252,0.719,16.3059,36.898,14.301,4.01,-1.95,-0.271,3.306,-4.393,36.898,7.571,37.169
C_5974,alive,2008,1.909,2.406,0.486,0.099,0.393,-0.237,1.035,5.7517,9.291,7.338,4.468,-0.387,6.885,1.252,-0.304,9.291,5.899,9.192
C_5974,alive,2013,2.487,2.862,0.514,1.577,0.378,0.504,1.378,11.408,11.363,6.96,3.999,1.063,8.501,1.192,0.01,11.363,5.25,9.786
C_5974,alive,2014,3.245,3.183,0.577,1.658,0.45,0.57,1.644,7.1828,12.668,7.541,3.788,1.081,9.485,1.324,0.581,12.668,5.261,11.01
C_5974,alive,2015,3.275,3.526,0.673,1.919,0.486,0.679,1.604,7.6657,13.949,7.785,2.603,1.246,10.423,2.082,1.26,13.949,4.825,12.03
C_5979,alive,2011,3.81,3.804,1.202,2.365,23.397,0.603,1.548,34.4866,7.235,21.363,6.74,1.163,3.431,2.79,6.18,7.235,12.487,4.87
C_5979,alive,2012,3.286,3.53,2.183,5.272,23.397,2.112,1.619,30.9694,10.403,23.135,6.74,3.089,6.873,1.176,1.397,10.403,11.954,5.131
C_5979,alive,2016,1.491,2.563,1.212,-1.003,23.397,-2.473,0.574,7.3859,2.801,8.77,58.9395,-2.215,0.238,8.121,-12.729,2.801,9.821,3.804
C_5983,alive,2006,9.678,23.738,0.224,3.666,1.042,3.149,4.811,36.3133,53.145,11.692,0.329,3.442,29.407,4.264,3.625,53.145,4.609,49.479
C_5983,alive,2007,9.494,35.811,0.259,-0.819,3.816,-1.07,2.36,6.186,58.411,11.952,1.38,-1.078,22.6,4.525,2.574,58.411,5.92,59.23
C_5984,alive,2017,7.995,14.537,0.285,0.689,3.484,3.087,3.826,14.85,18.373,16.25,7.026,0.404,3.836,3.141,-10.104,18.373,10.167,17.684
C_5984,alive,2018,9.973,34.652,0.758,4.025,5.581,2.026,3.801,15.7,43.154,18.272,4.183,3.267,8.502,5.025,-8.078,43.154,9.208,39.129
C_5996,alive,2004,3.564,3.105,0.836,-1.547,0.952,-2.512,0.994,21.1248,5.749,11.985,1.055,-2.383,2.644,3.574,-31.067,5.749,4.629,7.296
C_5996,alive,2005,8.374,4.755,1.565,2.673,1.959,0.663,4.095,25.9584,12.438,21.126,0.261,1.108,7.683,4.915,-30.731,12.438,5.176,9.765
C_5996,alive,2006,22.23,8.287,3.019,2.776,23.397,-1.353,11.301,27.4635,18.69,43.025,3.688,-0.243,10.403,11.555,-30.668,18.69,15.243,15.914
C_5996,alive,2007,22.728,13.006,2.641,5.288,23.397,-4.878,17.096,35.7587,29.282,49.529,0.34,2.647,16.276,11.788,-36.278,29.282,12.128,23.994
C_5996,alive,2008,30.724,14.326,3.338,10.546,23.397,4.992,22.671,65.8571,36.642,63.777,0.744,7.208,22.316,13.687,-34.771,36.642,14.431,26.096
C_5996,alive,2010,33.355,11.569,3.908,14.503,23.397,1.394,22.546,26.963,36.78,72.136,4.998,10.595,25.211,20.228,-48.015,36.78,26.093,22.277
C_5996,alive,2011,34.59,11.696,4.288,13.594,23.397,5.728,23.333,96.229,36.548,85.646,0.72,9.306,24.852,20.015,-42.937,36.548,20.735,22.954
C_5996,alive,2012,36.278,14.749,4.642,11.908,23.397,2.447,26.506,32.7909,39.776,91.347,2.747,7.266,25.027,13.605,-44.046,39.776,16.352,27.868
C_5996,alive,2013,42.074,18.806,5.703,17.37,23.397,7.863,30.447,89.5642,50.797,102.704,1.412,11.667,31.991,11.87,-39.535,50.797,13.282,33.427
C_5996,alive,2016,40.452,27.821,7.152,13.454,23.397,3.403,27.166,62.4062,64.55,93.349,0.478,6.302,36.729,15.23,-56.054,64.55,15.708,51.096
C_5996,alive,2017,44.272,31.51,6.562,5.561,23.397,-4.978,27.888,44.2045,65.366,99.677,0.366,-1.001,33.856,21.117,-60.376,65.366,21.483,59.805
C_5996,alive,2018,57.351,27.112,5.574,8.629,23.397,4.307,33.057,63.8417,60.93,99.774,0.331,3.055,33.818,22.507,-62.381,60.93,22.838,52.301
C_5999,alive,1999,110.236,86.994,4.359,7.022,28.782,2.319,33.761,87.9428,139.969,183.041,1.444,2.663,52.975,30.584,12.992,139.969,35.121,132.947
C_6000,failed,1999,13.087,52.121,0.966,2.528,3.575,-1.657,5.515,28.6363,108.199,93.971,21.4,1.562,56.078,9.13,-8.126,108.199,37.647,105.671
C_6000,failed,2001,9.913,45.501,1.176,2.017,2.724,5.022,3.893,6.8399,90.327,71.2,17.632,0.841,44.826,7.948,-26.379,90.327,25.949,88.31
C_6000,failed,2003,6.914,36.367,0.785,0.62,2.521,-2.174,3.237,5.4363,70.08,38.494,16.51,-0.165,33.713,7.273,-57.895,70.08,24.255,69.46
C_6008,alive,2001,4.217,7.135,0.671,0.701,1.214,-1.616,1.805,6.934,12.523,10.847,0.782,0.03,5.388,5.439,-1.616,12.523,6.88,11.822
C_6008,alive,2002,3.684,6.793,0.736,3.069,1.325,-0.23,1.257,3.4154,13.844,10.413,0.194,2.333,7.051,6.685,-1.846,13.844,7.21,10.775
C_6008,alive,2004,6.57,8.427,0.758,2.23,2.275,0.396,2.126,15.1644,17.074,12.159,58.9395,1.472,8.647,5.574,-1.786,17.074,6.118,14.844
C_6008,alive,2005,7.252,8.926,0.52,2.069,3.196,-0.083,2.176,18.8553,17.879,12.958,0.375,1.549,8.953,3.936,-2.031,17.879,5.338,15.81
C_6008,alive,2006,8.972,9.927,0.747,4.016,4.455,2.128,2.388,48.3085,21.273,15.215,0.464,3.269,11.346,3.865,0.096,21.273,5.191,17.257
C_6008,alive,2007,11.322,9.715,0.922,2.612,5.802,0.777,2.732,67.2378,22.517,17.724,0.324,1.69,12.802,4.441,0.873,22.517,5.703,19.905
C_6008,alive,2009,11.762,12.286,0.896,-1.148,6.392,-1.675,3.448,4.1202,21.718,17.798,3.597,-2.044,9.432,3.686,-2.658,21.718,7.444,22.866
C_6008,alive,2010,8.764,12.948,0.613,-0.784,5.475,-3.619,2.726,4.3053,21.942,14.286,3.336,-1.397,8.994,2.681,-5.955,21.942,6.952,22.726
C_6011,alive,2000,2.506,4.031,4.493,7.968,23.397,2.331,2.413,34.922,13.39,22.634,8.404,3.475,9.359,5.671,2.646,13.39,14.957,5.422
C_6011,alive,2001,6.923,5.83,6.87,10.687,23.397,1.617,6.297,27.453,17.082,80.063,18.41,3.817,11.252,9.152,3.956,17.082,40.233,6.395
C_6011,alive,2002,8.079,6.017,9.307,13.843,23.397,4.977,7.314,103.9641,21.543,102.717,4.113,4.536,15.526,46.062,8.933,21.543,63.417,7.7
C_6014,alive,2004,20.94,58.151,3.866,1.666,23.397,-3.937,13.959,49.569,76.402,112.152,8.308,-2.2,18.251,20.914,-58.662,76.402,40.389,74.736
C_6017,alive,2018,3.947,9.699,0.123,-1.704,1.349,-2.079,1.362,9.7606,12.558,4.068,2.528,-1.827,2.859,2.1,-63.914,12.558,4.771,14.262
C_6018,alive,1999,7.763,15.839,0.409,-1.274,1.802,-2.064,5.661,19.94,20.389,12.599,0.927,-1.683,4.55,10.646,-3.909,20.389,11.573,21.663
C_6018,alive,2008,18.732,28.426,3.025,4.061,1.903,0.945,11.164,11.474,42.987,26.043,0.664,1.036,14.561,16.267,-35.231,42.987,16.931,38.926
C_6018,alive,2011,71.258,214.559,6.757,21.688,15.274,7.044,28.411,69.8068,300.186,141.602,29.503,14.931,85.627,63.795,-26.481,300.186,98.65,278.498
C_6020,alive,2001,13.23,28.669,0.617,-1.426,9.283,-2.436,0.542,10.4349,47.983,14.533,0.26,-2.043,19.314,8.388,-59.194,47.983,9.224,49.409
C_6020,alive,2003,13.371,31.158,0.601,1.657,9.424,0.751,0.488,16.3386,56.697,15.152,58.9395,1.056,25.539,9.193,-59.219,56.697,9.599,55.04
C_6020,alive,2004,14.897,35.193,0.634,1.571,11.401,0.991,0.701,14.5814,64.276,19.48,0.797,0.937,29.083,11.66,-58.227,64.276,12.929,62.705
C_6020,alive,2005,16.397,40.302,1.093,1.357,13.251,-0.268,1.247,8.7894,72.538,21.717,0.426,0.264,32.236,14.306,-58.495,72.538,15.401,71.181
C_6020,alive,2006,15.599,43.598,1.344,2.498,12.265,0.375,1.116,9.0416,78.458,22.697,3.779,1.154,34.86,10.644,-58.12,78.458,15.352,75.96
C_6020,alive,2007,16.676,44.759,1.706,3.304,13.639,0.612,1.106,4.7627,81.799,22.977,3.28,1.598,37.04,10.492,-57.508,81.799,14.886,78.495
C_6020,alive,2012,20.019,47.464,1.323,0.559,17.004,-1.536,0.822,3.4203,79.094,23.323,58.9395,-0.764,31.63,14.465,-58.849,79.094,15.973,78.535
C_6021,failed,1999,15.471,96.268,0.187,1.869,3.811,0.827,6.833,54.2875,104.939,20.689,3.338,1.682,8.671,7.614,8.263,104.939,10.953,103.07
C_6021,failed,2000,15.335,81.605,0.215,0.225,3.918,0.121,5.8,9.1531,88.872,20.861,3.286,0.01,7.267,7.711,8.385,88.872,11.003,88.647
C_6023,alive,1999,27.013,42.974,0.615,6.005,16.081,2.038,10.14,4.2075,54.506,30.601,22.017,5.39,11.532,9.88,-5.713,54.506,31.937,48.501
C_6025,alive,1999,35.659,65.815,6.909,14.7,1.7,1.679,23.933,101.0554,89.015,202.401,68.986,7.791,23.2,31.681,6.835,89.015,105.301,74.315
C_6027,alive,2001,70.437,76.182,8.5,14.161,37.67,3.885,7.636,73.0445,98.752,165.227,15.51,5.661,22.57,16.221,17.277,98.752,37.782,84.591
C_6027,alive,2002,90.62,80.205,9.1,27.763,41.939,12.169,13.032,94.6815,117.008,181.131,14.239,18.663,36.803,18.769,24.802,117.008,46.095,89.245
C_6027,alive,2003,97.445,88.628,10.4,19.814,40.405,5.798,19.968,188.2754,117.926,186.168,17.605,9.414,29.298,16.508,33.314,117.926,40.951,98.112
C_6027,alive,2004,88.844,94.137,10.1,15.575,40.442,3.202,14.13,213.667,119.645,190.162,15.943,5.475,25.508,15.707,35.646,119.645,40.495,104.07
C_6028,alive,2008,52.187,96.285,0.978,9.428,14.578,5.164,23.206,36.3565,119.584,66.759,3.658,8.45,23.299,28.714,15.145,119.584,32.372,110.156
C_6028,alive,2009,81.501,78.806,1.186,11.773,19.485,8.693,32.532,102.96,98.63,98.561,2.881,10.587,19.824,40.255,23.942,98.63,43.136,86.857
C_6031,alive,2001,3.87,16.253,0.588,0.821,0.567,-0.042,2.685,4.239,21.636,8.983,2.003,0.233,5.383,3.475,-5.267,21.636,5.478,20.815
C_6031,alive,2003,4.26,24.932,0.397,0.267,0.655,-0.64,2.68,4.7589,25.199,11.191,2.045,-0.13,0.267,3.558,-5.754,25.199,5.603,24.932
C_6031,alive,2004,8.153,22.509,0.393,-0.55,1.056,-4.919,3.028,22.5612,26.827,21.654,8.452,-0.943,4.318,4.255,-11.207,26.827,12.707,27.377
C_6033,alive,1999,43.192,47.245,0.766,7.979,19.647,1.665,19.044,33.415,75.371,102.397,44.999,7.213,28.126,13.265,-8.318,75.371,59.328,67.392
C_6033,alive,2001,30.232,37.863,0.884,0.29,15.837,-5.123,10.052,5.7474,59.067,71.348,1.355,-0.594,21.204,51.591,-33.201,59.067,53.066,58.777
C_6033,alive,2003,12.146,10.624,0.624,2.255,5.552,-0.787,4.524,61.8356,27.976,35.186,16.999,1.631,17.352,3.345,-60.159,27.976,20.434,25.721
C_6035,alive,1999,14.864,93.839,6.221,18.699,1.491,6.013,10.314,49.749,117.352,107.901,40.249,12.478,23.513,14.842,8.526,117.352,55.672,98.653
C_6035,alive,2000,22.478,114.987,8.093,23.293,1.764,6.169,17.808,53.4825,143.644,132.583,55.33,15.2,28.657,18.415,14.695,143.644,74.097,120.351
C_6035,alive,2001,26.251,121.914,9.043,20.028,1.816,3.271,20.437,45.1836,147.41,144.335,54.84,10.985,25.496,17.128,17.966,147.41,82.559,127.382
C_6035,alive,2002,23.85,121.334,9.037,19.617,1.963,4.707,18.455,64.3647,146.81,145.015,49.677,10.58,25.476,17.506,22.673,146.81,78.099,127.193
C_6035,alive,2003,23.882,134.241,9.607,22.632,1.901,6.181,17.225,83.4452,163.707,149.072,42.319,13.025,29.466,19.966,28.854,163.707,75.18,141.075
C_6035,alive,2004,21.574,143.654,10.342,26.044,1.789,8.519,13.539,149.4996,178.554,154.147,28.014,15.702,34.9,23.88,37.373,178.554,66.94,152.51
C_6038,alive,2000,22.936,103.589,0.553,-2.146,6.194,-3.207,14.069,32.071,115.493,30.213,2.373,-2.699,11.904,16.73,1.87,115.493,19.103,117.639
C_6039,alive,1999,37.151,74.707,4.873,18.043,3.357,6.549,24.906,79.8758,110.671,132.372,51.952,13.17,35.964,31.109,10.132,110.671,86.237,92.628
C_6040,alive,1999,68.377,39.427,3.213,3.65,23.397,1.101,24.275,178.6373,81.292,80.923,0.799,0.437,41.865,21.429,4.106,81.292,22.317,77.642
C_6041,alive,1999,57.376,40.198,2.122,16.324,23.397,9.03,26.61,262.691,73.97,73.51,0.461,14.202,33.772,19.429,12.126,73.97,21.195,57.646
C_6041,alive,2001,63.179,62.219,3.371,16.029,23.397,7.439,37.265,182.9797,109.804,96.89,0.612,12.658,47.585,22.07,24.062,109.804,24.645,93.775
C_6041,alive,2002,64.806,77.691,2.968,16.399,23.397,8.436,41.906,141.2925,130.69,109.169,0.413,13.431,52.999,27.097,32.773,130.69,29.115,114.291
C_6044,alive,2000,17.322,12.142,0.38,-1.375,0.767,-1.155,1.339,34.272,10.767,19.916,0.387,-1.755,-1.375,1.617,-23.658,10.767,2.203,12.142
C_6044,alive,2002,6.61,3.0,1.165,0.575,0.881,-2.362,1.193,5.8905,11.76,12.079,2.569,-0.59,8.76,1.879,-33.896,11.76,4.448,11.185
C_6044,alive,2003,8.367,3.421,0.955,1.743,1.027,0.785,1.3,9.4903,12.107,12.491,1.971,0.788,8.686,2.104,-33.111,12.107,4.075,10.364
C_6044,alive,2004,9.873,3.653,0.954,1.893,1.095,0.954,1.347,19.2282,12.189,12.511,1.368,0.939,8.536,1.7,-32.157,12.189,3.068,10.296
C_6044,alive,2005,10.866,3.851,0.55,0.879,1.153,0.425,1.319,14.6846,11.426,12.538,0.836,0.329,7.575,1.834,-31.732,11.426,2.67,10.547
C_6044,alive,2006,10.882,3.896,0.381,0.675,1.139,0.6,1.215,15.808,10.843,12.673,0.393,0.294,6.947,1.464,-31.132,10.843,1.857,10.168
C_6046,alive,2009,109.656,67.634,2.088,15.872,15.63,8.462,58.676,57.0395,93.08,173.817,58.9395,13.784,25.446,71.153,35.905,93.08,71.153,77.208
C_6048,alive,1999,50.885,55.884,4.52,22.62,8.362,9.711,34.558,267.0214,138.676,284.637,9.242,18.1,82.792,38.325,25.531,138.676,80.43,116.056
C_6054,failed,1999,13.392,19.03,0.189,-1.315,8.57,-1.263,3.364,12.025,25.3,16.575,1.303,-1.504,6.27,6.399,0.862,25.3,7.702,26.615
C_6054,failed,2000,16.312,31.957,0.227,0.187,12.684,0.156,2.502,6.9375,42.105,20.619,1.189,-0.04,10.148,10.292,1.018,42.105,11.59,41.918
C_6054,failed,2001,17.841,41.393,0.404,4.112,14.709,2.218,1.977,16.28,58.317,22.804,0.975,3.708,16.924,10.356,3.218,58.317,11.575,54.205
C_6054,failed,2002,21.73,37.034,0.68,2.334,15.956,0.325,4.103,18.7389,52.782,31.391,2.161,1.654,15.748,15.512,3.53,52.782,18.004,50.448
C_6054,failed,2003,17.058,36.719,0.962,-0.806,13.719,-5.371,1.919,6.685,49.163,26.502,1.574,-1.768,12.444,16.389,-1.809,49.163,18.427,49.969
C_6054,failed,2004,12.14,33.585,1.141,-0.279,9.591,-4.101,1.093,8.2759,45.881,20.406,1.024,-1.42,12.296,14.494,-5.909,45.881,16.382,46.16
C_6055,alive,1999,32.66,34.448,1.911,12.929,23.397,5.173,24.488,60.7329,60.662,136.079,56.595,11.018,26.214,32.826,4.521,60.662,89.421,47.733
C_6056,alive,2001,58.093,41.087,4.864,10.377,27.264,4.385,13.662,78.0666,94.793,99.393,0.218,5.513,53.706,35.717,1.379,94.793,36.11,84.416
C_6056,alive,2004,24.43,38.227,4.9,5.295,2.662,0.11,18.405,101.686,78.322,63.373,58.9395,0.395,40.095,11.716,-15.28,78.322,12.814,73.027
C_6056,alive,2007,30.868,72.022,4.957,6.452,0.599,0.712,28.09,44.4752,121.816,74.931,58.9395,1.495,49.794,30.926,-24.498,121.816,31.919,115.364
C_6056,alive,2008,29.966,77.255,4.343,9.811,1.855,3.278,25.793,20.7721,131.4,71.799,58.9395,5.468,54.145,24.567,-21.22,131.4,25.32,121.589
C_6056,alive,2011,22.069,45.853,3.38,2.029,0.743,-1.538,16.977,12.644,84.684,34.342,0.251,-1.351,38.831,12.398,-48.135,84.684,14.526,82.655
C_6056,alive,2012,29.068,60.263,3.699,7.465,0.74,3.476,23.216,40.1228,107.694,44.192,0.544,3.766,47.431,18.392,-44.658,107.694,20.736,100.229
C_6057,alive,2005,27.994,37.502,5.882,7.231,14.131,0.183,7.907,40.2419,56.245,101.566,14.596,1.349,18.743,41.303,8.478,56.245,68.736,49.014
C_6057,alive,2006,17.734,40.244,5.609,6.567,11.22,4.535,4.252,25.1512,54.866,83.972,7.035,0.958,14.622,33.954,5.482,54.866,45.039,48.299
C_6057,alive,2007,38.805,62.924,5.613,12.48,19.09,2.501,10.861,45.135,85.782,114.477,12.442,6.867,22.858,55.171,4.141,85.782,67.613,73.302
C_6057,alive,2008,48.246,120.407,8.032,17.682,25.76,6.824,11.638,40.2396,151.947,148.375,20.571,9.65,31.54,70.194,8.044,151.947,91.159,134.265
C_6057,alive,2009,55.922,126.309,10.848,28.381,20.54,8.257,25.433,39.636,165.772,186.638,11.262,17.533,39.463,109.374,16.433,165.772,120.987,137.391
C_6059,alive,1999,41.821,23.424,3.511,1.779,8.349,-4.148,9.624,105.7995,40.487,49.628,0.17,-1.732,17.063,12.916,-15.155,40.487,13.086,38.708
